N,P,K,temperature,humidity,ph,rainfall,label
141.24,48.04,62.05,20.62,71.03,6.57,133.72,Sugarcane
71.29,36.25,45.54,23.03,63.48,6.86,65.56,Maize
38.39,132.07,228.78,11.63,73.1,6.01,132.26,Apple
21.71,128.67,230.34,15.22,76.34,5.52,82.86,Grapes
139.24,52.99,56.09,27.44,67.79,6.08,87.29,Cotton
82.09,55.35,48.33,30.58,77.01,6.21,66.29,Watermelon
78.45,41.83,43.23,34.61,76.13,6.01,125.76,Papaya
115.09,60.56,59.35,15.53,72.99,6.37,137.97,Potato
108.98,50.0,56.81,27.31,73.67,6.53,84.28,Cotton
80.25,47.31,46.25,19.57,61.6,6.81,52.52,Wheat
44.26,40.23,48.44,26.36,62.15,6.65,73.5,Mango
24.08,11.91,15.17,28.62,76.09,6.1,169.26,Orange
31.89,136.87,206.57,6.85,79.6,6.09,122.74,Apple
50.71,67.14,77.08,28.29,75.79,6.46,114.83,Soybean
90.63,67.92,52.07,18.28,78.14,5.67,147.78,Potato
85.06,56.85,47.24,24.62,84.71,5.8,240.25,Rice
90.28,62.36,59.2,18.91,66.19,6.14,141.75,Potato
94.17,41.71,47.37,13.09,72.24,4.9,158.56,Tea
96.34,47.45,45.2,29.79,69.92,6.08,48.81,Watermelon
84.07,49.82,36.93,23.39,73.74,5.75,95.88,Maize
23.32,143.33,213.11,18.72,75.2,6.01,97.6,Grapes
61.12,35.4,44.78,20.86,70.93,6.15,82.65,Maize
28.03,10.44,19.92,16.96,75.92,6.59,149.22,Orange
66.57,48.86,52.36,22.7,52.08,6.96,94.51,Onion
46.29,74.0,86.53,27.31,79.79,6.41,112.5,Soybean
45.38,51.46,59.68,26.33,69.86,6.48,73.18,Mango
105.82,53.54,68.81,19.77,78.3,5.87,81.08,Potato
57.3,59.67,44.83,29.45,67.9,6.71,77.09,Mango
64.64,58.55,50.42,29.88,77.35,6.69,110.69,Papaya
106.92,54.96,69.39,27.83,84.93,6.91,168.64,Sugarcane
54.89,40.85,51.18,30.45,66.16,6.7,174.11,Papaya
26.92,131.96,218.76,10.01,62.15,5.72,103.34,Apple
114.39,65.56,54.9,18.84,60.25,5.72,84.56,Potato
24.87,16.06,25.3,26.22,80.05,6.1,164.64,Coconut
20.8,135.93,203.53,24.96,77.95,5.53,92.93,Grapes
75.5,43.92,42.51,34.63,63.24,6.48,158.56,Papaya
86.14,45.07,47.05,26.65,85.1,6.33,163.82,Jute
116.59,69.47,55.24,16.06,61.61,6.06,80.95,Potato
66.72,51.94,56.2,27.44,68.75,7.33,115.77,Mango
59.36,69.56,84.55,23.71,63.69,6.66,69.94,Soybean
114.01,58.34,42.68,27.04,50.13,7.39,66.75,Cotton
70.03,44.86,42.2,19.77,64.54,6.52,54.64,Wheat
79.22,50.93,48.34,19.44,64.27,6.42,105.44,Tomato
66.58,49.64,36.74,19.64,70.79,6.49,84.91,Maize
82.92,59.84,46.91,19.11,53.31,6.2,84.67,Onion
56.22,63.94,84.27,22.73,48.1,7.4,43.56,Chickpea
86.1,32.76,32.65,16.03,64.81,6.31,246.16,Coffee
70.25,43.37,51.62,24.43,82.92,6.71,100.31,Tomato
84.13,55.46,50.97,15.66,65.33,6.58,89.1,Onion
51.96,73.29,78.39,27.01,68.21,6.76,60.44,Soybean
65.08,41.03,45.57,34.08,67.19,6.14,148.95,Papaya
127.76,44.59,42.35,22.49,50.06,7.08,103.94,Cotton
71.49,47.66,49.69,17.55,51.42,6.28,88.57,Wheat
60.48,40.59,37.03,22.89,56.45,6.69,70.89,Maize
54.67,60.01,81.92,29.16,65.76,6.28,99.1,Soybean
24.15,137.97,234.85,16.22,77.38,6.3,175.19,Apple
20.18,72.97,30.22,19.46,59.34,6.57,74.54,Lentil
143.6,44.5,69.54,21.33,77.9,6.27,136.36,Sugarcane
97.71,44.02,49.36,27.28,81.04,6.44,179.45,Jute
89.95,40.98,48.82,19.52,56.01,6.57,57.5,Onion
149.88,49.87,63.57,25.13,86.28,7.17,178.86,Sugarcane
25.07,18.74,19.87,29.92,89.86,5.7,177.47,Coconut
27.07,11.77,15.04,30.68,88.94,5.7,199.76,Coconut
28.39,125.36,231.71,6.04,69.49,6.34,162.84,Apple
55.42,40.21,53.47,27.39,62.77,5.93,114.14,Mango
72.67,50.3,42.12,18.86,51.17,6.32,99.93,Wheat
91.1,52.86,53.86,30.97,66.85,6.77,62.45,Watermelon
115.23,82.39,50.75,25.35,75.05,5.87,168.06,Banana
108.8,44.02,58.45,28.67,73.25,6.59,90.26,Cotton
82.54,47.07,47.12,11.49,71.81,4.89,281.21,Tea
